volunteer_id,schedule_date,shift_type,scheduled_hours,schedule_status
9512,2022-04-04,Day,4,Scheduled
9552,2022-04-04,Afternoon,4,Scheduled
9505,2022-04-04,Afternoon,4,Scheduled
9519,2022-04-05,Day,4,Scheduled
9557,2022-04-05,Day,4,Scheduled
9548,2022-04-05,Afternoon,4,Scheduled
9537,2022-04-05,Afternoon,4,Scheduled
9553,2022-04-06,Day,4,Scheduled
9570,2022-04-06,Day,4,Scheduled
9568,2022-04-06,Afternoon,4,Scheduled
9521,2022-04-06,Afternoon,4,Scheduled
9568,2022-04-11,Day,4,Scheduled
9519,2022-04-11,Day,4,Scheduled
9552,2022-04-11,Afternoon,4,Scheduled
9505,2022-04-11,Afternoon,4,Scheduled
9570,2022-04-12,Day,4,Scheduled
9553,2022-04-12,Day,4,Scheduled
9555,2022-04-12,Afternoon,4,Scheduled
9521,2022-04-12,Afternoon,4,Scheduled
9537,2022-04-13,Day,4,Scheduled
9548,2022-04-13,Day,4,Scheduled
9550,2022-04-13,Afternoon,4,Scheduled
9512,2022-04-13,Afternoon,4,Scheduled
9519,2022-04-18,Day,4,Scheduled
9570,2022-04-18,Day,4,Scheduled
9555,2022-04-18,Afternoon,4,Scheduled
9568,2022-04-18,Afternoon,4,Scheduled
9552,2022-04-19,Day,4,Scheduled
9537,2022-04-19,Day,4,Scheduled
9550,2022-04-19,Afternoon,4,Scheduled
9505,2022-04-19,Afternoon,4,Scheduled
9512,2022-04-20,Day,4,Scheduled
9548,2022-04-20,Day,4,Scheduled
9553,2022-04-20,Afternoon,4,Scheduled
9550,2022-04-25,Day,4,Scheduled
9548,2022-04-25,Day,4,Scheduled
9552,2022-04-25,Afternoon,4,Scheduled
9555,2022-04-25,Afternoon,4,Scheduled
9537,2022-04-26,Day,4,Scheduled
9519,2022-04-26,Day,4,Scheduled
9512,2022-04-26,Afternoon,4,Scheduled
9568,2022-04-26,Afternoon,4,Scheduled
9553,2022-04-27,Day,4,Scheduled
9505,2022-04-27,Day,4,Scheduled
9570,2022-04-27,Afternoon,4,Scheduled
9555,2022-05-02,Day,4,Scheduled
9568,2022-05-02,Day,4,Scheduled
9519,2022-05-02,Afternoon,4,Scheduled
9570,2022-05-02,Afternoon,4,Scheduled
9512,2022-05-03,Day,4,Scheduled
9505,2022-05-03,Day,4,Scheduled
9537,2022-05-03,Afternoon,4,Scheduled
9552,2022-05-03,Afternoon,4,Scheduled
9553,2022-05-04,Day,4,Scheduled
9548,2022-05-04,Day,4,Scheduled
9550,2022-05-04,Afternoon,4,Scheduled
9548,2022-05-09,Day,4,Scheduled
9555,2022-05-09,Day,4,Scheduled
9552,2022-05-09,Afternoon,4,Scheduled
9537,2022-05-09,Afternoon,4,Scheduled
9550,2022-05-10,Day,4,Scheduled
9570,2022-05-10,Day,4,Scheduled
9519,2022-05-10,Afternoon,4,Scheduled
9568,2022-05-10,Afternoon,4,Scheduled
9505,2022-05-11,Day,4,Scheduled
9553,2022-05-11,Day,4,Scheduled
9512,2022-05-11,Afternoon,4,Scheduled
9518,2022-05-11,Afternoon,4,Scheduled
9550,2022-05-16,Day,4,Scheduled
9548,2022-05-16,Day,4,Scheduled
9553,2022-05-16,Afternoon,4,Scheduled
9512,2022-05-16,Afternoon,4,Scheduled
9519,2022-05-17,Day,4,Scheduled
9570,2022-05-17,Day,4,Scheduled
9505,2022-05-17,Afternoon,4,Scheduled
9552,2022-05-17,Afternoon,4,Scheduled
9568,2022-05-18,Day,4,Scheduled
9518,2022-05-18,Afternoon,4,Scheduled
9555,2022-05-18,Afternoon,4,Scheduled
9537,2022-05-19,Day,4,Scheduled
9550,2022-05-23,Day,4,Scheduled
9537,2022-05-23,Day,4,Scheduled
9519,2022-05-23,Afternoon,4,Scheduled
9518,2022-05-23,Afternoon,4,Scheduled
9512,2022-05-24,Day,4,Scheduled
9548,2022-05-24,Day,4,Scheduled
9553,2022-05-24,Afternoon,4,Scheduled
9570,2022-05-24,Afternoon,4,Scheduled
9552,2022-05-25,Day,4,Scheduled
9505,2022-05-25,Day,4,Scheduled
9555,2022-05-25,Afternoon,4,Scheduled
9568,2022-05-25,Afternoon,4,Scheduled
9548,2022-05-30,Day,4,Scheduled
9512,2022-05-30,Day,4,Scheduled
9553,2022-05-30,Afternoon,4,Scheduled
9568,2022-05-30,Afternoon,4,Scheduled
9555,2022-05-31,Day,4,Scheduled
9519,2022-05-31,Day,4,Scheduled
9518,2022-05-31,Afternoon,4,Scheduled
9505,2022-05-31,Afternoon,4,Scheduled
9570,2022-06-01,Day,4,Scheduled
9552,2022-06-01,Day,4,Scheduled
9537,2022-06-01,Afternoon,4,Scheduled
9550,2022-06-01,Afternoon,4,Scheduled
9537,2022-06-06,Day,4,Scheduled
9553,2022-06-06,Day,4,Scheduled
9548,2022-06-06,Afternoon,4,Scheduled
9552,2022-06-06,Afternoon,4,Scheduled
9570,2022-06-07,Day,4,Scheduled
9568,2022-06-07,Day,4,Scheduled
9518,2022-06-07,Afternoon,4,Scheduled
9519,2022-06-07,Afternoon,4,Scheduled
9505,2022-06-08,Day,4,Scheduled
9550,2022-06-08,Day,4,Scheduled
9506,2022-06-08,Afternoon,4,Scheduled
9555,2022-06-08,Afternoon,4,Scheduled
9512,2022-06-09,Day,4,Scheduled
9512,2022-06-13,Day,4,Scheduled
9548,2022-06-13,Day,4,Scheduled
9552,2022-06-13,Afternoon,4,Scheduled
9506,2022-06-13,Afternoon,4,Scheduled
9519,2022-06-14,Day,4,Scheduled
9570,2022-06-14,Day,4,Scheduled
9568,2022-06-14,Afternoon,4,Scheduled
9553,2022-06-14,Afternoon,4,Scheduled
9539,2022-06-15,Day,4,Scheduled
9550,2022-06-15,Day,4,Scheduled
9505,2022-06-15,Afternoon,4,Scheduled
9518,2022-06-15,Afternoon,4,Scheduled
9555,2022-06-16,Day,4,Scheduled
9570,2022-06-20,Day,4,Scheduled
9552,2022-06-20,Day,4,Scheduled
9544,2022-06-20,Afternoon,4,Scheduled
9539,2022-06-20,Afternoon,4,Scheduled
9512,2022-06-21,Day,4,Scheduled
9506,2022-06-21,Day,4,Scheduled
9518,2022-06-21,Afternoon,4,Scheduled
9548,2022-06-21,Afternoon,4,Scheduled
9550,2022-06-22,Day,4,Scheduled
9553,2022-06-22,Day,4,Scheduled
9519,2022-06-22,Afternoon,4,Scheduled
9505,2022-06-22,Afternoon,4,Scheduled
9568,2022-06-23,Day,4,Scheduled
9555,2022-06-23,Day,4,Scheduled
9552,2022-06-27,Day,4,Scheduled
9570,2022-06-27,Day,4,Scheduled
9550,2022-06-27,Afternoon,4,Scheduled
9544,2022-06-28,Day,4,Scheduled
9573,2022-06-28,Day,4,Scheduled
9553,2022-06-28,Afternoon,4,Scheduled
9555,2022-06-28,Afternoon,4,Scheduled
9518,2022-06-29,Day,4,Scheduled
9506,2022-06-29,Day,4,Scheduled
9548,2022-06-29,Afternoon,4,Scheduled
9519,2022-06-29,Afternoon,4,Scheduled
9539,2022-06-30,Day,4,Scheduled
9512,2022-06-30,Day,4,Scheduled
9568,2022-06-30,Afternoon,4,Scheduled
9505,2022-06-30,Afternoon,4,Scheduled
9539,2022-07-04,Day,4,Scheduled
9555,2022-07-04,Day,4,Scheduled
9568,2022-07-04,Afternoon,4,Scheduled
9553,2022-07-04,Afternoon,4,Scheduled
9518,2022-07-05,Day,4,Scheduled
9570,2022-07-05,Day,4,Scheduled
9505,2022-07-05,Afternoon,4,Scheduled
9573,2022-07-05,Afternoon,4,Scheduled
9519,2022-07-06,Day,4,Scheduled
9552,2022-07-06,Day,4,Scheduled
9550,2022-07-06,Afternoon,4,Scheduled
9548,2022-07-07,Day,4,Scheduled
9544,2022-07-07,Day,4,Scheduled
9512,2022-07-07,Afternoon,4,Scheduled
9506,2022-07-07,Afternoon,4,Scheduled
9506,2022-07-11,Day,4,Scheduled
9513,2022-07-11,Day,4,Scheduled
9519,2022-07-11,Afternoon,4,Scheduled
9568,2022-07-11,Afternoon,4,Scheduled
9570,2022-07-12,Day,4,Scheduled
9573,2022-07-12,Day,4,Scheduled
9548,2022-07-12,Afternoon,4,Scheduled
9518,2022-07-12,Afternoon,4,Scheduled
9552,2022-07-13,Day,4,Scheduled
9553,2022-07-13,Day,4,Scheduled
9539,2022-07-13,Afternoon,4,Scheduled
9512,2022-07-13,Afternoon,4,Scheduled
9550,2022-07-14,Day,4,Scheduled
9544,2022-07-14,Day,4,Scheduled
9555,2022-07-14,Afternoon,4,Scheduled
9505,2022-07-14,Afternoon,4,Scheduled
9570,2022-07-18,Day,4,Scheduled
9544,2022-07-18,Day,4,Scheduled
9518,2022-07-18,Afternoon,4,Scheduled
9506,2022-07-19,Day,4,Scheduled
9568,2022-07-19,Day,4,Scheduled
9513,2022-07-19,Afternoon,4,Scheduled
9512,2022-07-19,Afternoon,4,Scheduled
9539,2022-07-20,Day,4,Scheduled
9553,2022-07-20,Day,4,Scheduled
9505,2022-07-20,Afternoon,4,Scheduled
9573,2022-07-20,Afternoon,4,Scheduled
9548,2022-07-21,Day,4,Scheduled
9550,2022-07-21,Day,4,Scheduled
9519,2022-07-21,Afternoon,4,Scheduled
9555,2022-07-21,Afternoon,4,Scheduled
9552,2022-07-22,Day,4,Scheduled
9550,2022-07-25,Day,4,Scheduled
9512,2022-07-25,Day,4,Scheduled
9568,2022-07-25,Afternoon,4,Scheduled
9555,2022-07-25,Afternoon,4,Scheduled
9570,2022-07-26,Day,4,Scheduled
9544,2022-07-26,Day,4,Scheduled
9553,2022-07-26,Afternoon,4,Scheduled
9519,2022-07-26,Afternoon,4,Scheduled
9518,2022-07-27,Day,4,Scheduled
9573,2022-07-27,Day,4,Scheduled
9506,2022-07-27,Afternoon,4,Scheduled
9552,2022-07-27,Afternoon,4,Scheduled
9505,2022-07-28,Day,4,Scheduled
9513,2022-07-28,Day,4,Scheduled
9548,2022-07-28,Afternoon,4,Scheduled
9539,2022-07-28,Afternoon,4,Scheduled
9513,2022-08-01,Day,4,Scheduled
9512,2022-08-01,Day,4,Scheduled
9568,2022-08-01,Afternoon,4,Scheduled
9518,2022-08-01,Afternoon,4,Scheduled
9539,2022-08-02,Day,4,Scheduled
9555,2022-08-02,Day,4,Scheduled
9570,2022-08-02,Afternoon,4,Scheduled
9505,2022-08-02,Afternoon,4,Scheduled
9519,2022-08-03,Day,4,Scheduled
9552,2022-08-03,Day,4,Scheduled
9548,2022-08-03,Afternoon,4,Scheduled
9506,2022-08-03,Afternoon,4,Scheduled
9550,2022-08-04,Day,4,Scheduled
9573,2022-08-04,Day,4,Scheduled
9544,2022-08-04,Afternoon,4,Scheduled
9553,2022-08-04,Afternoon,4,Scheduled
9518,2022-08-08,Day,4,Scheduled
9570,2022-08-08,Day,4,Scheduled
9505,2022-08-08,Afternoon,4,Scheduled
9548,2022-08-08,Afternoon,4,Scheduled
9550,2022-08-09,Day,4,Scheduled
9555,2022-08-09,Day,4,Scheduled
9544,2022-08-09,Afternoon,4,Scheduled
9568,2022-08-10,Day,4,Scheduled
9573,2022-08-10,Day,4,Scheduled
9519,2022-08-10,Afternoon,4,Scheduled
9553,2022-08-11,Day,4,Scheduled
9539,2022-08-11,Day,4,Scheduled
9506,2022-08-11,Afternoon,4,Scheduled
9513,2022-08-11,Afternoon,4,Scheduled
9552,2022-08-12,Day,4,Scheduled
9512,2022-08-12,Day,4,Scheduled
9518,2022-08-15,Day,4,Scheduled
9550,2022-08-15,Day,4,Scheduled
9553,2022-08-15,Afternoon,4,Scheduled
9505,2022-08-15,Afternoon,4,Scheduled
9555,2022-08-16,Day,4,Scheduled
9544,2022-08-16,Day,4,Scheduled
9552,2022-08-16,Afternoon,4,Scheduled
9506,2022-08-16,Afternoon,4,Scheduled
9512,2022-08-17,Day,4,Scheduled
9573,2022-08-17,Day,4,Scheduled
9570,2022-08-17,Afternoon,4,Scheduled
9568,2022-08-17,Afternoon,4,Scheduled
9513,2022-08-18,Day,4,Scheduled
9548,2022-08-18,Day,4,Scheduled
9519,2022-08-18,Afternoon,4,Scheduled
9539,2022-08-18,Afternoon,4,Scheduled
9513,2022-08-22,Day,4,Scheduled
9519,2022-08-22,Day,4,Scheduled
9518,2022-08-22,Afternoon,4,Scheduled
9505,2022-08-22,Afternoon,4,Scheduled
9506,2022-08-23,Day,4,Scheduled
9544,2022-08-23,Day,4,Scheduled
9539,2022-08-23,Afternoon,4,Scheduled
9555,2022-08-23,Afternoon,4,Scheduled
9568,2022-08-24,Day,4,Scheduled
9552,2022-08-24,Day,4,Scheduled
9512,2022-08-24,Afternoon,4,Scheduled
9550,2022-08-24,Afternoon,4,Scheduled
9570,2022-08-25,Day,4,Scheduled
9573,2022-08-25,Day,4,Scheduled
9553,2022-08-25,Afternoon,4,Scheduled
9548,2022-08-25,Afternoon,4,Scheduled
9555,2022-08-29,Day,4,Scheduled
9573,2022-08-29,Day,4,Scheduled
9518,2022-08-29,Afternoon,4,Scheduled
9505,2022-08-29,Afternoon,4,Scheduled
9519,2022-08-30,Day,4,Scheduled
9513,2022-08-30,Day,4,Scheduled
9539,2022-08-30,Afternoon,4,Scheduled
9548,2022-08-30,Afternoon,4,Scheduled
9550,2022-08-31,Day,4,Scheduled
9553,2022-08-31,Day,4,Scheduled
9568,2022-08-31,Afternoon,4,Scheduled
9506,2022-08-31,Afternoon,4,Scheduled
9544,2022-09-01,Day,4,Scheduled
9570,2022-09-01,Day,4,Scheduled
9512,2022-09-01,Afternoon,4,Scheduled
9519,2022-09-05,Day,4,Scheduled
9568,2022-09-05,Day,4,Scheduled
9505,2022-09-05,Afternoon,4,Scheduled
9555,2022-09-05,Afternoon,4,Scheduled
9512,2022-09-06,Day,4,Scheduled
9506,2022-09-06,Day,4,Scheduled
9544,2022-09-06,Afternoon,4,Scheduled
9553,2022-09-06,Afternoon,4,Scheduled
9518,2022-09-07,Day,4,Scheduled
9539,2022-09-07,Afternoon,4,Scheduled
9570,2022-09-07,Afternoon,4,Scheduled
9550,2022-09-08,Day,4,Scheduled
9548,2022-09-08,Day,4,Scheduled
9513,2022-09-08,Afternoon,4,Scheduled
9573,2022-09-08,Afternoon,4,Scheduled
9506,2022-09-12,Day,4,Scheduled
9505,2022-09-12,Day,4,Scheduled
9512,2022-09-12,Afternoon,4,Scheduled
9573,2022-09-12,Afternoon,4,Scheduled
9570,2022-09-13,Day,4,Scheduled
9544,2022-09-13,Day,4,Scheduled
9568,2022-09-13,Afternoon,4,Scheduled
9548,2022-09-13,Afternoon,4,Scheduled
9555,2022-09-14,Day,4,Scheduled
9550,2022-09-14,Day,4,Scheduled
9553,2022-09-14,Afternoon,4,Scheduled
9513,2022-09-14,Afternoon,4,Scheduled
9539,2022-09-15,Day,4,Scheduled
9523,2022-09-15,Day,4,Scheduled
9518,2022-09-15,Afternoon,4,Scheduled
9539,2022-09-19,Day,4,Scheduled
9506,2022-09-19,Afternoon,4,Scheduled
9518,2022-09-19,Afternoon,4,Scheduled
9505,2022-09-20,Day,4,Scheduled
9523,2022-09-20,Day,4,Scheduled
9553,2022-09-20,Afternoon,4,Scheduled
9570,2022-09-20,Afternoon,4,Scheduled
9544,2022-09-21,Day,4,Scheduled
9548,2022-09-21,Day,4,Scheduled
9550,2022-09-21,Afternoon,4,Scheduled
9568,2022-09-21,Afternoon,4,Scheduled
9512,2022-09-22,Day,4,Scheduled
9554,2022-09-22,Day,4,Scheduled
9555,2022-09-22,Afternoon,4,Scheduled
9573,2022-09-22,Afternoon,4,Scheduled
9513,2022-09-23,Day,4,Scheduled
9550,2022-09-26,Day,4,Scheduled
9513,2022-09-26,Day,4,Scheduled
9523,2022-09-26,Afternoon,4,Scheduled
9539,2022-09-26,Afternoon,4,Scheduled
9505,2022-09-27,Day,4,Scheduled
9506,2022-09-27,Day,4,Scheduled
9570,2022-09-27,Afternoon,4,Scheduled
9553,2022-09-27,Afternoon,4,Scheduled
9568,2022-09-28,Day,4,Scheduled
9573,2022-09-28,Day,4,Scheduled
9512,2022-09-28,Afternoon,4,Scheduled
9555,2022-09-28,Afternoon,4,Scheduled
9566,2022-09-29,Day,4,Scheduled
9554,2022-09-29,Day,4,Scheduled
9548,2022-09-29,Afternoon,4,Scheduled
9518,2022-09-29,Afternoon,4,Scheduled
9544,2022-09-30,Day,4,Scheduled
9505,2022-10-03,Day,4,Scheduled
9512,2022-10-03,Day,4,Scheduled
9554,2022-10-03,Afternoon,4,Scheduled
9550,2022-10-03,Afternoon,4,Scheduled
9568,2022-10-04,Day,4,Scheduled
9544,2022-10-04,Day,4,Scheduled
9518,2022-10-04,Afternoon,4,Scheduled
9506,2022-10-04,Afternoon,4,Scheduled
9555,2022-10-05,Day,4,Scheduled
9523,2022-10-05,Day,4,Scheduled
9553,2022-10-05,Afternoon,4,Scheduled
9566,2022-10-05,Afternoon,4,Scheduled
9573,2022-10-06,Day,4,Scheduled
9548,2022-10-06,Day,4,Scheduled
9539,2022-10-06,Afternoon,4,Scheduled
9513,2022-10-06,Afternoon,4,Scheduled
9570,2022-10-07,Day,4,Scheduled
9539,2022-10-10,Day,4,Scheduled
9506,2022-10-10,Day,4,Scheduled
9548,2022-10-10,Afternoon,4,Scheduled
9518,2022-10-10,Afternoon,4,Scheduled
9568,2022-10-11,Day,4,Scheduled
9566,2022-10-11,Day,4,Scheduled
9544,2022-10-11,Afternoon,4,Scheduled
9523,2022-10-11,Afternoon,4,Scheduled
9554,2022-10-12,Day,4,Scheduled
9555,2022-10-12,Day,4,Scheduled
9553,2022-10-12,Afternoon,4,Scheduled
9512,2022-10-12,Afternoon,4,Scheduled
9550,2022-10-13,Day,4,Scheduled
9505,2022-10-13,Afternoon,4,Scheduled
9513,2022-10-13,Afternoon,4,Scheduled
9570,2022-10-14,Day,4,Scheduled
9573,2022-10-14,Day,4,Scheduled
9518,2022-10-17,Day,4,Scheduled
9506,2022-10-17,Day,4,Scheduled
9505,2022-10-17,Afternoon,4,Scheduled
9555,2022-10-17,Afternoon,4,Scheduled
9554,2022-10-18,Day,4,Scheduled
9568,2022-10-18,Day,4,Scheduled
9550,2022-10-18,Afternoon,4,Scheduled
9523,2022-10-18,Afternoon,4,Scheduled
9573,2022-10-19,Day,4,Scheduled
9566,2022-10-19,Day,4,Scheduled
9544,2022-10-19,Afternoon,4,Scheduled
9512,2022-10-19,Afternoon,4,Scheduled
9548,2022-10-20,Day,4,Scheduled
9513,2022-10-20,Day,4,Scheduled
9541,2022-10-20,Afternoon,4,Scheduled
9570,2022-10-20,Afternoon,4,Scheduled
9553,2022-10-21,Day,4,Scheduled
9539,2022-10-21,Day,4,Scheduled
9573,2022-10-24,Day,4,Scheduled
9523,2022-10-24,Day,4,Scheduled
9544,2022-10-24,Afternoon,4,Scheduled
9512,2022-10-24,Afternoon,4,Scheduled
9554,2022-10-25,Day,4,Scheduled
9570,2022-10-25,Day,4,Scheduled
9548,2022-10-25,Afternoon,4,Scheduled
9506,2022-10-26,Day,4,Scheduled
9550,2022-10-26,Day,4,Scheduled
9553,2022-10-26,Afternoon,4,Scheduled
9541,2022-10-26,Afternoon,4,Scheduled
9518,2022-10-27,Day,4,Scheduled
9505,2022-10-27,Day,4,Scheduled
9513,2022-10-27,Afternoon,4,Scheduled
9566,2022-10-27,Afternoon,4,Scheduled
9539,2022-10-28,Day,4,Scheduled
9555,2022-10-28,Day,4,Scheduled
9570,2022-10-31,Day,4,Scheduled
9566,2022-10-31,Day,4,Scheduled
9523,2022-10-31,Afternoon,4,Scheduled
9553,2022-10-31,Afternoon,4,Scheduled
9518,2022-11-01,Day,4,Scheduled
9506,2022-11-01,Afternoon,4,Scheduled
9550,2022-11-01,Afternoon,4,Scheduled
9539,2022-11-02,Day,4,Scheduled
9544,2022-11-02,Day,4,Scheduled
9541,2022-11-02,Afternoon,4,Scheduled
9548,2022-11-02,Afternoon,4,Scheduled
9554,2022-11-03,Day,4,Scheduled
9555,2022-11-03,Day,4,Scheduled
9513,2022-11-03,Afternoon,4,Scheduled
9512,2022-11-03,Afternoon,4,Scheduled
9505,2022-11-04,Day,4,Scheduled
9573,2022-11-04,Day,4,Scheduled
9570,2022-11-07,Day,4,Scheduled
9566,2022-11-07,Day,4,Scheduled
9541,2022-11-07,Afternoon,4,Scheduled
9550,2022-11-08,Day,4,Scheduled
9573,2022-11-08,Day,4,Scheduled
9512,2022-11-08,Afternoon,4,Scheduled
9518,2022-11-09,Day,4,Scheduled
9548,2022-11-09,Afternoon,4,Scheduled
9513,2022-11-09,Afternoon,4,Scheduled
9523,2022-11-10,Day,4,Scheduled
9544,2022-11-10,Day,4,Scheduled
9506,2022-11-10,Afternoon,4,Scheduled
9554,2022-11-10,Afternoon,4,Scheduled
9505,2022-11-11,Day,4,Scheduled
9539,2022-11-11,Day,4,Scheduled
9555,2022-11-11,Afternoon,4,Scheduled
9566,2022-11-14,Day,4,Scheduled
9512,2022-11-14,Day,4,Scheduled
9544,2022-11-14,Afternoon,4,Scheduled
9513,2022-11-14,Afternoon,4,Scheduled
9505,2022-11-15,Day,4,Scheduled
9518,2022-11-15,Afternoon,4,Scheduled
9570,2022-11-15,Afternoon,4,Scheduled
9523,2022-11-16,Day,4,Scheduled
9555,2022-11-16,Day,4,Scheduled
9573,2022-11-16,Afternoon,4,Scheduled
9550,2022-11-16,Afternoon,4,Scheduled
9569,2022-11-17,Day,4,Scheduled
9548,2022-11-17,Day,4,Scheduled
9541,2022-11-17,Afternoon,4,Scheduled
9554,2022-11-17,Afternoon,4,Scheduled
9539,2022-11-18,Day,4,Scheduled
9506,2022-11-18,Day,4,Scheduled
9539,2022-11-21,Day,4,Scheduled
9512,2022-11-21,Day,4,Scheduled
9505,2022-11-21,Afternoon,4,Scheduled
9569,2022-11-21,Afternoon,4,Scheduled
9554,2022-11-22,Day,4,Scheduled
9523,2022-11-22,Day,4,Scheduled
9550,2022-11-22,Afternoon,4,Scheduled
9555,2022-11-22,Afternoon,4,Scheduled
9506,2022-11-23,Day,4,Scheduled
9513,2022-11-23,Day,4,Scheduled
9573,2022-11-23,Afternoon,4,Scheduled
9566,2022-11-23,Afternoon,4,Scheduled
9544,2022-11-24,Day,4,Scheduled
9570,2022-11-24,Day,4,Scheduled
9541,2022-11-24,Afternoon,4,Scheduled
9518,2022-11-24,Afternoon,4,Scheduled
9548,2022-11-25,Day,4,Scheduled
9518,2022-11-28,Day,4,Scheduled
9513,2022-11-28,Day,4,Scheduled
9550,2022-11-28,Afternoon,4,Scheduled
9554,2022-11-28,Afternoon,4,Scheduled
9569,2022-11-29,Day,4,Scheduled
9573,2022-11-29,Day,4,Scheduled
9548,2022-11-29,Afternoon,4,Scheduled
9566,2022-11-29,Afternoon,4,Scheduled
9541,2022-11-30,Day,4,Scheduled
9523,2022-11-30,Day,4,Scheduled
9506,2022-11-30,Afternoon,4,Scheduled
9539,2022-11-30,Afternoon,4,Scheduled
9555,2022-12-01,Day,4,Scheduled
9512,2022-12-01,Day,4,Scheduled
9505,2022-12-01,Afternoon,4,Scheduled
9570,2022-12-01,Afternoon,4,Scheduled
9544,2022-12-02,Day,4,Scheduled
9541,2022-12-05,Day,4,Scheduled
9518,2022-12-05,Day,4,Scheduled
9554,2022-12-05,Afternoon,4,Scheduled
9505,2022-12-05,Afternoon,4,Scheduled
9550,2022-12-06,Day,4,Scheduled
9555,2022-12-06,Day,4,Scheduled
9548,2022-12-06,Afternoon,4,Scheduled
9539,2022-12-07,Day,4,Scheduled
9506,2022-12-07,Day,4,Scheduled
9502,2022-12-07,Afternoon,4,Scheduled
9544,2022-12-08,Day,4,Scheduled
9513,2022-12-08,Day,4,Scheduled
9570,2022-12-08,Afternoon,4,Scheduled
9573,2022-12-08,Afternoon,4,Scheduled
9569,2022-12-09,Day,4,Scheduled
9512,2022-12-09,Day,4,Scheduled
9523,2022-12-09,Afternoon,4,Scheduled
9502,2022-12-12,Day,4,Scheduled
9548,2022-12-12,Day,4,Scheduled
9544,2022-12-12,Afternoon,4,Scheduled
9505,2022-12-12,Afternoon,4,Scheduled
9554,2022-12-13,Day,4,Scheduled
9570,2022-12-13,Day,4,Scheduled
9513,2022-12-13,Afternoon,4,Scheduled
9566,2022-12-13,Afternoon,4,Scheduled
9555,2022-12-14,Day,4,Scheduled
9523,2022-12-14,Day,4,Scheduled
9518,2022-12-14,Afternoon,4,Scheduled
9569,2022-12-14,Afternoon,4,Scheduled
9512,2022-12-15,Day,4,Scheduled
9550,2022-12-15,Afternoon,4,Scheduled
9541,2022-12-16,Day,4,Scheduled
9573,2022-12-16,Day,4,Scheduled
9506,2022-12-16,Afternoon,4,Scheduled
9539,2022-12-16,Afternoon,4,Scheduled
9523,2022-12-19,Day,4,Scheduled
9569,2022-12-19,Afternoon,4,Scheduled
9570,2022-12-19,Afternoon,4,Scheduled
9518,2022-12-20,Day,4,Scheduled
9506,2022-12-20,Day,4,Scheduled
9573,2022-12-20,Afternoon,4,Scheduled
9566,2022-12-20,Afternoon,4,Scheduled
9554,2022-12-21,Day,4,Scheduled
9548,2022-12-21,Day,4,Scheduled
9512,2022-12-21,Afternoon,4,Scheduled
9505,2022-12-21,Afternoon,4,Scheduled
9555,2022-12-22,Day,4,Scheduled
9541,2022-12-22,Day,4,Scheduled
9539,2022-12-22,Afternoon,4,Scheduled
9513,2022-12-22,Afternoon,4,Scheduled
9550,2022-12-23,Day,4,Scheduled
9544,2022-12-23,Day,4,Scheduled
9502,2022-12-23,Afternoon,4,Scheduled
9550,2022-12-26,Day,4,Scheduled
9541,2022-12-26,Day,4,Scheduled
9523,2022-12-26,Afternoon,4,Scheduled
9512,2022-12-26,Afternoon,4,Scheduled
9573,2022-12-27,Day,4,Scheduled
9555,2022-12-27,Day,4,Scheduled
9548,2022-12-27,Afternoon,4,Scheduled
9539,2022-12-27,Afternoon,4,Scheduled
9554,2022-12-28,Day,4,Scheduled
9505,2022-12-28,Day,4,Scheduled
9513,2022-12-28,Afternoon,4,Scheduled
9544,2022-12-28,Afternoon,4,Scheduled
9569,2022-12-29,Day,4,Scheduled
9566,2022-12-29,Afternoon,4,Scheduled
9538,2022-12-29,Afternoon,4,Scheduled
9570,2022-12-30,Day,4,Scheduled
9502,2022-12-30,Day,4,Scheduled
9518,2022-12-30,Afternoon,4,Scheduled
9506,2022-12-30,Afternoon,4,Scheduled
9538,2023-01-02,Day,4,Scheduled
9545,2023-01-02,Day,4,Scheduled
9523,2023-01-02,Afternoon,4,Scheduled
9570,2023-01-02,Afternoon,4,Scheduled
9512,2023-01-03,Day,4,Scheduled
9513,2023-01-03,Day,4,Scheduled
9539,2023-01-03,Afternoon,4,Scheduled
9518,2023-01-03,Afternoon,4,Scheduled
9541,2023-01-04,Day,4,Scheduled
9505,2023-01-04,Day,4,Scheduled
9569,2023-01-04,Afternoon,4,Scheduled
9506,2023-01-04,Afternoon,4,Scheduled
9555,2023-01-05,Day,4,Scheduled
9544,2023-01-05,Day,4,Scheduled
9502,2023-01-05,Afternoon,4,Scheduled
9554,2023-01-05,Afternoon,4,Scheduled
9548,2023-01-06,Day,4,Scheduled
9567,2023-01-06,Day,4,Scheduled
9550,2023-01-06,Afternoon,4,Scheduled
9566,2023-01-06,Afternoon,4,Scheduled
9544,2023-01-09,Day,4,Scheduled
9513,2023-01-09,Day,4,Scheduled
9541,2023-01-09,Afternoon,4,Scheduled
9512,2023-01-09,Afternoon,4,Scheduled
9550,2023-01-10,Day,4,Scheduled
9573,2023-01-10,Day,4,Scheduled
9566,2023-01-10,Afternoon,4,Scheduled
9569,2023-01-10,Afternoon,4,Scheduled
9506,2023-01-11,Day,4,Scheduled
9570,2023-01-11,Day,4,Scheduled
9518,2023-01-11,Afternoon,4,Scheduled
9539,2023-01-11,Afternoon,4,Scheduled
9554,2023-01-12,Day,4,Scheduled
9555,2023-01-12,Day,4,Scheduled
