schedule_id,volunteer_id,schedule_date,shift_type,scheduled_hours,schedule_status,date_key
981,9573,2022-09-28,Day,4,Scheduled,2022-09-28
982,9512,2022-09-28,Afternoon,4,Scheduled,2022-09-28
983,9555,2022-09-28,Afternoon,4,Scheduled,2022-09-28
984,9566,2022-09-29,Day,4,Scheduled,2022-09-29
985,9554,2022-09-29,Day,4,Scheduled,2022-09-29
986,9548,2022-09-29,Afternoon,4,Scheduled,2022-09-29
987,9518,2022-09-29,Afternoon,4,Scheduled,2022-09-29
988,9544,2022-09-30,Day,4,Scheduled,2022-09-30
989,9505,2022-10-03,Day,4,Scheduled,2022-10-03
990,9512,2022-10-03,Day,4,Scheduled,2022-10-03
991,9554,2022-10-03,Afternoon,4,Scheduled,2022-10-03
992,9550,2022-10-03,Afternoon,4,Scheduled,2022-10-03
993,9568,2022-10-04,Day,4,Scheduled,2022-10-04
994,9544,2022-10-04,Day,4,Scheduled,2022-10-04
995,9518,2022-10-04,Afternoon,4,Scheduled,2022-10-04
996,9506,2022-10-04,Afternoon,4,Scheduled,2022-10-04
997,9555,2022-10-05,Day,4,Scheduled,2022-10-05
998,9523,2022-10-05,Day,4,Scheduled,2022-10-05
999,9553,2022-10-05,Afternoon,4,Scheduled,2022-10-05
1000,9566,2022-10-05,Afternoon,4,Scheduled,2022-10-05
1001,9573,2022-10-06,Day,4,Scheduled,2022-10-06
1002,9548,2022-10-06,Day,4,Scheduled,2022-10-06
1003,9539,2022-10-06,Afternoon,4,Scheduled,2022-10-06
1004,9513,2022-10-06,Afternoon,4,Scheduled,2022-10-06
1005,9570,2022-10-07,Day,4,Scheduled,2022-10-07
1006,9539,2022-10-10,Day,4,Scheduled,2022-10-10
1007,9506,2022-10-10,Day,4,Scheduled,2022-10-10
1008,9548,2022-10-10,Afternoon,4,Scheduled,2022-10-10
1009,9518,2022-10-10,Afternoon,4,Scheduled,2022-10-10
1010,9568,2022-10-11,Day,4,Scheduled,2022-10-11
1011,9566,2022-10-11,Day,4,Scheduled,2022-10-11
1012,9544,2022-10-11,Afternoon,4,Scheduled,2022-10-11
1013,9523,2022-10-11,Afternoon,4,Scheduled,2022-10-11
1014,9554,2022-10-12,Day,4,Scheduled,2022-10-12
1015,9555,2022-10-12,Day,4,Scheduled,2022-10-12
1016,9553,2022-10-12,Afternoon,4,Scheduled,2022-10-12
1017,9512,2022-10-12,Afternoon,4,Scheduled,2022-10-12
1018,9550,2022-10-13,Day,4,Scheduled,2022-10-13
1019,9505,2022-10-13,Afternoon,4,Scheduled,2022-10-13
1020,9513,2022-10-13,Afternoon,4,Scheduled,2022-10-13
1021,9570,2022-10-14,Day,4,Scheduled,2022-10-14
1022,9573,2022-10-14,Day,4,Scheduled,2022-10-14
1023,9518,2022-10-17,Day,4,Scheduled,2022-10-17
1024,9506,2022-10-17,Day,4,Scheduled,2022-10-17
1025,9505,2022-10-17,Afternoon,4,Scheduled,2022-10-17
1026,9555,2022-10-17,Afternoon,4,Scheduled,2022-10-17
1027,9554,2022-10-18,Day,4,Scheduled,2022-10-18
1028,9568,2022-10-18,Day,4,Scheduled,2022-10-18
1029,9550,2022-10-18,Afternoon,4,Scheduled,2022-10-18
1030,9523,2022-10-18,Afternoon,4,Scheduled,2022-10-18
1031,9573,2022-10-19,Day,4,Scheduled,2022-10-19
1032,9566,2022-10-19,Day,4,Scheduled,2022-10-19
1033,9544,2022-10-19,Afternoon,4,Scheduled,2022-10-19
1034,9512,2022-10-19,Afternoon,4,Scheduled,2022-10-19
1035,9548,2022-10-20,Day,4,Scheduled,2022-10-20
1036,9513,2022-10-20,Day,4,Scheduled,2022-10-20
1037,9541,2022-10-20,Afternoon,4,Scheduled,2022-10-20
1038,9570,2022-10-20,Afternoon,4,Scheduled,2022-10-20
1039,9553,2022-10-21,Day,4,Scheduled,2022-10-21
1040,9539,2022-10-21,Day,4,Scheduled,2022-10-21
1041,9573,2022-10-24,Day,4,Scheduled,2022-10-24
1042,9523,2022-10-24,Day,4,Scheduled,2022-10-24
1043,9544,2022-10-24,Afternoon,4,Scheduled,2022-10-24
1044,9512,2022-10-24,Afternoon,4,Scheduled,2022-10-24
1045,9554,2022-10-25,Day,4,Scheduled,2022-10-25
1046,9570,2022-10-25,Day,4,Scheduled,2022-10-25
1047,9548,2022-10-25,Afternoon,4,Scheduled,2022-10-25
1048,9506,2022-10-26,Day,4,Scheduled,2022-10-26
1049,9550,2022-10-26,Day,4,Scheduled,2022-10-26
1050,9553,2022-10-26,Afternoon,4,Scheduled,2022-10-26
1051,9541,2022-10-26,Afternoon,4,Scheduled,2022-10-26
1052,9518,2022-10-27,Day,4,Scheduled,2022-10-27
1053,9505,2022-10-27,Day,4,Scheduled,2022-10-27
1054,9513,2022-10-27,Afternoon,4,Scheduled,2022-10-27
1055,9566,2022-10-27,Afternoon,4,Scheduled,2022-10-27
1056,9539,2022-10-28,Day,4,Scheduled,2022-10-28
1057,9555,2022-10-28,Day,4,Scheduled,2022-10-28
1058,9570,2022-10-31,Day,4,Scheduled,2022-10-31
1059,9566,2022-10-31,Day,4,Scheduled,2022-10-31
1060,9523,2022-10-31,Afternoon,4,Scheduled,2022-10-31
1061,9553,2022-10-31,Afternoon,4,Scheduled,2022-10-31
1062,9518,2022-11-01,Day,4,Scheduled,2022-11-01
1063,9506,2022-11-01,Afternoon,4,Scheduled,2022-11-01
1064,9550,2022-11-01,Afternoon,4,Scheduled,2022-11-01
1065,9539,2022-11-02,Day,4,Scheduled,2022-11-02
1066,9544,2022-11-02,Day,4,Scheduled,2022-11-02
1067,9541,2022-11-02,Afternoon,4,Scheduled,2022-11-02
1068,9548,2022-11-02,Afternoon,4,Scheduled,2022-11-02
1069,9554,2022-11-03,Day,4,Scheduled,2022-11-03
1070,9555,2022-11-03,Day,4,Scheduled,2022-11-03
1071,9513,2022-11-03,Afternoon,4,Scheduled,2022-11-03
1072,9512,2022-11-03,Afternoon,4,Scheduled,2022-11-03
1073,9505,2022-11-04,Day,4,Scheduled,2022-11-04
1074,9573,2022-11-04,Day,4,Scheduled,2022-11-04
1075,9570,2022-11-07,Day,4,Scheduled,2022-11-07
1076,9566,2022-11-07,Day,4,Scheduled,2022-11-07
1077,9541,2022-11-07,Afternoon,4,Scheduled,2022-11-07
1078,9550,2022-11-08,Day,4,Scheduled,2022-11-08
1079,9573,2022-11-08,Day,4,Scheduled,2022-11-08
1080,9512,2022-11-08,Afternoon,4,Scheduled,2022-11-08
1081,9518,2022-11-09,Day,4,Scheduled,2022-11-09
1082,9548,2022-11-09,Afternoon,4,Scheduled,2022-11-09
1083,9513,2022-11-09,Afternoon,4,Scheduled,2022-11-09
1084,9523,2022-11-10,Day,4,Scheduled,2022-11-10
1085,9544,2022-11-10,Day,4,Scheduled,2022-11-10
1086,9506,2022-11-10,Afternoon,4,Scheduled,2022-11-10
1087,9554,2022-11-10,Afternoon,4,Scheduled,2022-11-10
1088,9505,2022-11-11,Day,4,Scheduled,2022-11-11
1089,9539,2022-11-11,Day,4,Scheduled,2022-11-11
1090,9555,2022-11-11,Afternoon,4,Scheduled,2022-11-11
1091,9566,2022-11-14,Day,4,Scheduled,2022-11-14
1092,9512,2022-11-14,Day,4,Scheduled,2022-11-14
1093,9544,2022-11-14,Afternoon,4,Scheduled,2022-11-14
1094,9513,2022-11-14,Afternoon,4,Scheduled,2022-11-14
1095,9505,2022-11-15,Day,4,Scheduled,2022-11-15
1096,9518,2022-11-15,Afternoon,4,Scheduled,2022-11-15
1097,9570,2022-11-15,Afternoon,4,Scheduled,2022-11-15
1098,9523,2022-11-16,Day,4,Scheduled,2022-11-16
1099,9555,2022-11-16,Day,4,Scheduled,2022-11-16
1100,9573,2022-11-16,Afternoon,4,Scheduled,2022-11-16
1101,9550,2022-11-16,Afternoon,4,Scheduled,2022-11-16
1102,9569,2022-11-17,Day,4,Scheduled,2022-11-17
1103,9548,2022-11-17,Day,4,Scheduled,2022-11-17
1104,9541,2022-11-17,Afternoon,4,Scheduled,2022-11-17
1105,9554,2022-11-17,Afternoon,4,Scheduled,2022-11-17
1106,9539,2022-11-18,Day,4,Scheduled,2022-11-18
1107,9506,2022-11-18,Day,4,Scheduled,2022-11-18
1108,9539,2022-11-21,Day,4,Scheduled,2022-11-21
1109,9512,2022-11-21,Day,4,Scheduled,2022-11-21
1110,9505,2022-11-21,Afternoon,4,Scheduled,2022-11-21
1111,9569,2022-11-21,Afternoon,4,Scheduled,2022-11-21
1112,9554,2022-11-22,Day,4,Scheduled,2022-11-22
1113,9523,2022-11-22,Day,4,Scheduled,2022-11-22
1114,9550,2022-11-22,Afternoon,4,Scheduled,2022-11-22
1115,9555,2022-11-22,Afternoon,4,Scheduled,2022-11-22
1116,9506,2022-11-23,Day,4,Scheduled,2022-11-23
1117,9513,2022-11-23,Day,4,Scheduled,2022-11-23
1118,9573,2022-11-23,Afternoon,4,Scheduled,2022-11-23
1119,9566,2022-11-23,Afternoon,4,Scheduled,2022-11-23
1120,9544,2022-11-24,Day,4,Scheduled,2022-11-24
1121,9570,2022-11-24,Day,4,Scheduled,2022-11-24
1122,9541,2022-11-24,Afternoon,4,Scheduled,2022-11-24
1123,9518,2022-11-24,Afternoon,4,Scheduled,2022-11-24
1124,9548,2022-11-25,Day,4,Scheduled,2022-11-25
1125,9518,2022-11-28,Day,4,Scheduled,2022-11-28
1126,9513,2022-11-28,Day,4,Scheduled,2022-11-28
1127,9550,2022-11-28,Afternoon,4,Scheduled,2022-11-28
1128,9554,2022-11-28,Afternoon,4,Scheduled,2022-11-28
1129,9569,2022-11-29,Day,4,Scheduled,2022-11-29
1130,9573,2022-11-29,Day,4,Scheduled,2022-11-29
1131,9548,2022-11-29,Afternoon,4,Scheduled,2022-11-29
1132,9566,2022-11-29,Afternoon,4,Scheduled,2022-11-29
1133,9541,2022-11-30,Day,4,Scheduled,2022-11-30
1134,9523,2022-11-30,Day,4,Scheduled,2022-11-30
1135,9506,2022-11-30,Afternoon,4,Scheduled,2022-11-30
1136,9539,2022-11-30,Afternoon,4,Scheduled,2022-11-30
1137,9555,2022-12-01,Day,4,Scheduled,2022-12-01
1138,9512,2022-12-01,Day,4,Scheduled,2022-12-01
1139,9505,2022-12-01,Afternoon,4,Scheduled,2022-12-01
1140,9570,2022-12-01,Afternoon,4,Scheduled,2022-12-01
1141,9544,2022-12-02,Day,4,Scheduled,2022-12-02
1142,9541,2022-12-05,Day,4,Scheduled,2022-12-05
1143,9518,2022-12-05,Day,4,Scheduled,2022-12-05
1144,9554,2022-12-05,Afternoon,4,Scheduled,2022-12-05
1145,9505,2022-12-05,Afternoon,4,Scheduled,2022-12-05
1146,9550,2022-12-06,Day,4,Scheduled,2022-12-06
1147,9555,2022-12-06,Day,4,Scheduled,2022-12-06
1148,9548,2022-12-06,Afternoon,4,Scheduled,2022-12-06
1149,9539,2022-12-07,Day,4,Scheduled,2022-12-07
1150,9506,2022-12-07,Day,4,Scheduled,2022-12-07
1151,9502,2022-12-07,Afternoon,4,Scheduled,2022-12-07
1152,9544,2022-12-08,Day,4,Scheduled,2022-12-08
1153,9513,2022-12-08,Day,4,Scheduled,2022-12-08
1154,9570,2022-12-08,Afternoon,4,Scheduled,2022-12-08
1155,9573,2022-12-08,Afternoon,4,Scheduled,2022-12-08
1156,9569,2022-12-09,Day,4,Scheduled,2022-12-09
1157,9512,2022-12-09,Day,4,Scheduled,2022-12-09
1158,9523,2022-12-09,Afternoon,4,Scheduled,2022-12-09
1159,9502,2022-12-12,Day,4,Scheduled,2022-12-12
1160,9548,2022-12-12,Day,4,Scheduled,2022-12-12
1161,9544,2022-12-12,Afternoon,4,Scheduled,2022-12-12
1162,9505,2022-12-12,Afternoon,4,Scheduled,2022-12-12
1163,9554,2022-12-13,Day,4,Scheduled,2022-12-13
1164,9570,2022-12-13,Day,4,Scheduled,2022-12-13
1165,9513,2022-12-13,Afternoon,4,Scheduled,2022-12-13
1166,9566,2022-12-13,Afternoon,4,Scheduled,2022-12-13
1167,9555,2022-12-14,Day,4,Scheduled,2022-12-14
1168,9523,2022-12-14,Day,4,Scheduled,2022-12-14
1169,9518,2022-12-14,Afternoon,4,Scheduled,2022-12-14
1170,9569,2022-12-14,Afternoon,4,Scheduled,2022-12-14
1171,9512,2022-12-15,Day,4,Scheduled,2022-12-15
1172,9550,2022-12-15,Afternoon,4,Scheduled,2022-12-15
1173,9541,2022-12-16,Day,4,Scheduled,2022-12-16
1174,9573,2022-12-16,Day,4,Scheduled,2022-12-16
1175,9506,2022-12-16,Afternoon,4,Scheduled,2022-12-16
1176,9539,2022-12-16,Afternoon,4,Scheduled,2022-12-16
1177,9523,2022-12-19,Day,4,Scheduled,2022-12-19
1178,9569,2022-12-19,Afternoon,4,Scheduled,2022-12-19
1179,9570,2022-12-19,Afternoon,4,Scheduled,2022-12-19
1180,9518,2022-12-20,Day,4,Scheduled,2022-12-20
1181,9506,2022-12-20,Day,4,Scheduled,2022-12-20
1182,9573,2022-12-20,Afternoon,4,Scheduled,2022-12-20
1183,9566,2022-12-20,Afternoon,4,Scheduled,2022-12-20
1184,9554,2022-12-21,Day,4,Scheduled,2022-12-21
1185,9548,2022-12-21,Day,4,Scheduled,2022-12-21
1186,9512,2022-12-21,Afternoon,4,Scheduled,2022-12-21
1187,9505,2022-12-21,Afternoon,4,Scheduled,2022-12-21
1188,9555,2022-12-22,Day,4,Scheduled,2022-12-22
1189,9541,2022-12-22,Day,4,Scheduled,2022-12-22
1190,9539,2022-12-22,Afternoon,4,Scheduled,2022-12-22
1191,9513,2022-12-22,Afternoon,4,Scheduled,2022-12-22
1192,9550,2022-12-23,Day,4,Scheduled,2022-12-23
1193,9544,2022-12-23,Day,4,Scheduled,2022-12-23
1194,9502,2022-12-23,Afternoon,4,Scheduled,2022-12-23
1195,9550,2022-12-26,Day,4,Scheduled,2022-12-26
1196,9541,2022-12-26,Day,4,Scheduled,2022-12-26
1197,9523,2022-12-26,Afternoon,4,Scheduled,2022-12-26
1198,9512,2022-12-26,Afternoon,4,Scheduled,2022-12-26
1199,9573,2022-12-27,Day,4,Scheduled,2022-12-27
1200,9555,2022-12-27,Day,4,Scheduled,2022-12-27
1201,9548,2022-12-27,Afternoon,4,Scheduled,2022-12-27
1202,9539,2022-12-27,Afternoon,4,Scheduled,2022-12-27
1203,9554,2022-12-28,Day,4,Scheduled,2022-12-28
1204,9505,2022-12-28,Day,4,Scheduled,2022-12-28
1205,9513,2022-12-28,Afternoon,4,Scheduled,2022-12-28
1206,9544,2022-12-28,Afternoon,4,Scheduled,2022-12-28
1207,9569,2022-12-29,Day,4,Scheduled,2022-12-29
1208,9566,2022-12-29,Afternoon,4,Scheduled,2022-12-29
1209,9538,2022-12-29,Afternoon,4,Scheduled,2022-12-29
1210,9570,2022-12-30,Day,4,Scheduled,2022-12-30
1211,9502,2022-12-30,Day,4,Scheduled,2022-12-30
1212,9518,2022-12-30,Afternoon,4,Scheduled,2022-12-30
1213,9506,2022-12-30,Afternoon,4,Scheduled,2022-12-30
1214,9538,2023-01-02,Day,4,Scheduled,2023-01-02
1215,9545,2023-01-02,Day,4,Scheduled,2023-01-02
1216,9523,2023-01-02,Afternoon,4,Scheduled,2023-01-02
1217,9570,2023-01-02,Afternoon,4,Scheduled,2023-01-02
1218,9512,2023-01-03,Day,4,Scheduled,2023-01-03
1219,9513,2023-01-03,Day,4,Scheduled,2023-01-03
1220,9539,2023-01-03,Afternoon,4,Scheduled,2023-01-03
1221,9518,2023-01-03,Afternoon,4,Scheduled,2023-01-03
1222,9541,2023-01-04,Day,4,Scheduled,2023-01-04
1223,9505,2023-01-04,Day,4,Scheduled,2023-01-04
1224,9569,2023-01-04,Afternoon,4,Scheduled,2023-01-04
1225,9506,2023-01-04,Afternoon,4,Scheduled,2023-01-04
1226,9555,2023-01-05,Day,4,Scheduled,2023-01-05
1227,9544,2023-01-05,Day,4,Scheduled,2023-01-05
1228,9502,2023-01-05,Afternoon,4,Scheduled,2023-01-05
1229,9554,2023-01-05,Afternoon,4,Scheduled,2023-01-05
1230,9548,2023-01-06,Day,4,Scheduled,2023-01-06
1231,9567,2023-01-06,Day,4,Scheduled,2023-01-06
1232,9550,2023-01-06,Afternoon,4,Scheduled,2023-01-06
1233,9566,2023-01-06,Afternoon,4,Scheduled,2023-01-06
1234,9544,2023-01-09,Day,4,Scheduled,2023-01-09
1235,9513,2023-01-09,Day,4,Scheduled,2023-01-09
1236,9541,2023-01-09,Afternoon,4,Scheduled,2023-01-09
1237,9512,2023-01-09,Afternoon,4,Scheduled,2023-01-09
1238,9550,2023-01-10,Day,4,Scheduled,2023-01-10
1239,9573,2023-01-10,Day,4,Scheduled,2023-01-10
1240,9566,2023-01-10,Afternoon,4,Scheduled,2023-01-10
1241,9569,2023-01-10,Afternoon,4,Scheduled,2023-01-10
1242,9506,2023-01-11,Day,4,Scheduled,2023-01-11
1243,9570,2023-01-11,Day,4,Scheduled,2023-01-11
1244,9518,2023-01-11,Afternoon,4,Scheduled,2023-01-11
1245,9539,2023-01-11,Afternoon,4,Scheduled,2023-01-11
1246,9554,2023-01-12,Day,4,Scheduled,2023-01-12
1247,9555,2023-01-12,Day,4,Scheduled,2023-01-12
1248,9505,2023-01-12,Afternoon,4,Scheduled,2023-01-12
1249,9567,2023-01-12,Afternoon,4,Scheduled,2023-01-12
1250,9548,2023-01-13,Day,4,Scheduled,2023-01-13
1251,9523,2023-01-13,Day,4,Scheduled,2023-01-13
1252,9545,2023-01-13,Afternoon,4,Scheduled,2023-01-13
1253,9555,2023-01-16,Day,4,Scheduled,2023-01-16
1254,9550,2023-01-16,Day,4,Scheduled,2023-01-16
1255,9518,2023-01-16,Afternoon,4,Scheduled,2023-01-16
1256,9539,2023-01-16,Afternoon,4,Scheduled,2023-01-16
1257,9544,2023-01-17,Day,4,Scheduled,2023-01-17
1258,9506,2023-01-17,Afternoon,4,Scheduled,2023-01-17
1259,9570,2023-01-17,Afternoon,4,Scheduled,2023-01-17
1260,9548,2023-01-18,Day,4,Scheduled,2023-01-18
1261,9569,2023-01-18,Day,4,Scheduled,2023-01-18
1262,9513,2023-01-18,Afternoon,4,Scheduled,2023-01-18
1263,9545,2023-01-18,Afternoon,4,Scheduled,2023-01-18
1264,9541,2023-01-19,Day,4,Scheduled,2023-01-19
1265,9502,2023-01-19,Day,4,Scheduled,2023-01-19
1266,9523,2023-01-19,Afternoon,4,Scheduled,2023-01-19
1267,9538,2023-01-19,Afternoon,4,Scheduled,2023-01-19
1268,9567,2023-01-20,Day,4,Scheduled,2023-01-20
1269,9566,2023-01-20,Day,4,Scheduled,2023-01-20
1270,9554,2023-01-20,Afternoon,4,Scheduled,2023-01-20
1271,9573,2023-01-20,Afternoon,4,Scheduled,2023-01-20
1272,9538,2023-01-23,Day,4,Scheduled,2023-01-23
1273,9541,2023-01-23,Day,4,Scheduled,2023-01-23
1274,9573,2023-01-23,Afternoon,4,Scheduled,2023-01-23
1275,9550,2023-01-23,Afternoon,4,Scheduled,2023-01-23
1276,9518,2023-01-24,Day,4,Scheduled,2023-01-24
1277,9544,2023-01-24,Day,4,Scheduled,2023-01-24
1278,9523,2023-01-24,Afternoon,4,Scheduled,2023-01-24
1279,9539,2023-01-24,Afternoon,4,Scheduled,2023-01-24
1280,9555,2023-01-25,Day,4,Scheduled,2023-01-25
1281,9503,2023-01-25,Day,4,Scheduled,2023-01-25
1282,9506,2023-01-25,Afternoon,4,Scheduled,2023-01-25
1283,9566,2023-01-26,Day,4,Scheduled,2023-01-26
1284,9567,2023-01-26,Day,4,Scheduled,2023-01-26
1285,9569,2023-01-26,Afternoon,4,Scheduled,2023-01-26
1286,9554,2023-01-26,Afternoon,4,Scheduled,2023-01-26
1287,9513,2023-01-27,Day,4,Scheduled,2023-01-27
1288,9505,2023-01-27,Day,4,Scheduled,2023-01-27
1289,9570,2023-01-27,Afternoon,4,Scheduled,2023-01-27
1290,9502,2023-01-27,Afternoon,4,Scheduled,2023-01-27
1291,9570,2023-01-30,Day,4,Scheduled,2023-01-30
1292,9567,2023-01-30,Day,4,Scheduled,2023-01-30
1293,9562,2023-01-30,Afternoon,4,Scheduled,2023-01-30
1294,9523,2023-01-30,Afternoon,4,Scheduled,2023-01-30
1295,9550,2023-01-31,Day,4,Scheduled,2023-01-31
1296,9505,2023-01-31,Day,4,Scheduled,2023-01-31
1297,9569,2023-01-31,Afternoon,4,Scheduled,2023-01-31
1298,9502,2023-01-31,Afternoon,4,Scheduled,2023-01-31
1299,9566,2023-02-01,Day,4,Scheduled,2023-02-01
1300,9538,2023-02-01,Day,4,Scheduled,2023-02-01
1301,9545,2023-02-01,Afternoon,4,Scheduled,2023-02-01
1302,9544,2023-02-01,Afternoon,4,Scheduled,2023-02-01
1303,9513,2023-02-02,Day,4,Scheduled,2023-02-02
1304,9554,2023-02-02,Day,4,Scheduled,2023-02-02
1305,9555,2023-02-02,Afternoon,4,Scheduled,2023-02-02
1306,9506,2023-02-02,Afternoon,4,Scheduled,2023-02-02
1307,9518,2023-02-03,Day,4,Scheduled,2023-02-03
1308,9503,2023-02-03,Day,4,Scheduled,2023-02-03
1309,9541,2023-02-03,Afternoon,4,Scheduled,2023-02-03
1310,9539,2023-02-03,Afternoon,4,Scheduled,2023-02-03
1311,9513,2023-02-06,Day,4,Scheduled,2023-02-06
1312,9541,2023-02-06,Day,4,Scheduled,2023-02-06
1313,9567,2023-02-06,Afternoon,4,Scheduled,2023-02-06
1314,9506,2023-02-06,Afternoon,4,Scheduled,2023-02-06
1315,9503,2023-02-07,Day,4,Scheduled,2023-02-07
1316,9573,2023-02-07,Day,4,Scheduled,2023-02-07
1317,9502,2023-02-07,Afternoon,4,Scheduled,2023-02-07
1318,9532,2023-02-07,Afternoon,4,Scheduled,2023-02-07
1319,9538,2023-02-08,Day,4,Scheduled,2023-02-08
1320,9566,2023-02-08,Day,4,Scheduled,2023-02-08
1321,9555,2023-02-08,Afternoon,4,Scheduled,2023-02-08
1322,9544,2023-02-08,Afternoon,4,Scheduled,2023-02-08
1323,9505,2023-02-09,Day,4,Scheduled,2023-02-09
1324,9539,2023-02-09,Day,4,Scheduled,2023-02-09
1325,9523,2023-02-09,Afternoon,4,Scheduled,2023-02-09
1326,9548,2023-02-09,Afternoon,4,Scheduled,2023-02-09
1327,9569,2023-02-10,Day,4,Scheduled,2023-02-10
1328,9562,2023-02-10,Day,4,Scheduled,2023-02-10
1329,9518,2023-02-10,Afternoon,4,Scheduled,2023-02-10
1330,9545,2023-02-10,Afternoon,4,Scheduled,2023-02-10
1331,9573,2023-02-13,Day,4,Scheduled,2023-02-13
1332,9503,2023-02-13,Day,4,Scheduled,2023-02-13
1333,9502,2023-02-13,Afternoon,4,Scheduled,2023-02-13
1334,9562,2023-02-14,Day,4,Scheduled,2023-02-14
1335,9513,2023-02-14,Day,4,Scheduled,2023-02-14
1336,9506,2023-02-14,Afternoon,4,Scheduled,2023-02-14
1337,9569,2023-02-14,Afternoon,4,Scheduled,2023-02-14
1338,9554,2023-02-15,Day,4,Scheduled,2023-02-15
1339,9518,2023-02-15,Day,4,Scheduled,2023-02-15
1340,9555,2023-02-15,Afternoon,4,Scheduled,2023-02-15
1341,9541,2023-02-15,Afternoon,4,Scheduled,2023-02-15
1342,9570,2023-02-16,Day,4,Scheduled,2023-02-16
1343,9545,2023-02-16,Day,4,Scheduled,2023-02-16
1344,9538,2023-02-16,Afternoon,4,Scheduled,2023-02-16
1345,9523,2023-02-16,Afternoon,4,Scheduled,2023-02-16
1346,9544,2023-02-17,Day,4,Scheduled,2023-02-17
1347,9539,2023-02-17,Day,4,Scheduled,2023-02-17
1348,9532,2023-02-17,Afternoon,4,Scheduled,2023-02-17
1349,9566,2023-02-17,Afternoon,4,Scheduled,2023-02-17
1350,9502,2023-02-20,Day,4,Scheduled,2023-02-20
1351,9562,2023-02-20,Day,4,Scheduled,2023-02-20
1352,9541,2023-02-20,Afternoon,4,Scheduled,2023-02-20
1353,9503,2023-02-20,Afternoon,4,Scheduled,2023-02-20
1354,9555,2023-02-21,Day,4,Scheduled,2023-02-21
1355,9566,2023-02-21,Day,4,Scheduled,2023-02-21
1356,9513,2023-02-21,Afternoon,4,Scheduled,2023-02-21
1357,9573,2023-02-21,Afternoon,4,Scheduled,2023-02-21
1358,9545,2023-02-22,Day,4,Scheduled,2023-02-22
1359,9538,2023-02-22,Day,4,Scheduled,2023-02-22
1360,9548,2023-02-22,Afternoon,4,Scheduled,2023-02-22
1361,9554,2023-02-22,Afternoon,4,Scheduled,2023-02-22
1362,9570,2023-02-23,Day,4,Scheduled,2023-02-23
1363,9506,2023-02-23,Day,4,Scheduled,2023-02-23
1364,9539,2023-02-23,Afternoon,4,Scheduled,2023-02-23
1365,9567,2023-02-23,Afternoon,4,Scheduled,2023-02-23
1366,9518,2023-02-24,Day,4,Scheduled,2023-02-24
1367,9532,2023-02-24,Day,4,Scheduled,2023-02-24
1368,9523,2023-02-24,Afternoon,4,Scheduled,2023-02-24
1369,9569,2023-02-24,Afternoon,4,Scheduled,2023-02-24
1370,9505,2023-02-27,Day,4,Scheduled,2023-02-27
1371,9569,2023-02-27,Day,4,Scheduled,2023-02-27
1372,9544,2023-02-27,Afternoon,4,Scheduled,2023-02-27
1373,9573,2023-02-27,Afternoon,4,Scheduled,2023-02-27
1374,9548,2023-02-28,Day,4,Scheduled,2023-02-28
1375,9513,2023-02-28,Day,4,Scheduled,2023-02-28
1376,9570,2023-02-28,Afternoon,4,Scheduled,2023-02-28
1377,9554,2023-02-28,Afternoon,4,Scheduled,2023-02-28
1378,9538,2023-03-01,Day,4,Scheduled,2023-03-01
1379,9502,2023-03-01,Day,4,Scheduled,2023-03-01
1380,9566,2023-03-01,Afternoon,4,Scheduled,2023-03-01
1381,9539,2023-03-01,Afternoon,4,Scheduled,2023-03-01
1382,9555,2023-03-02,Day,4,Scheduled,2023-03-02
1383,9541,2023-03-02,Day,4,Scheduled,2023-03-02
1384,9523,2023-03-02,Afternoon,4,Scheduled,2023-03-02
1385,9545,2023-03-02,Afternoon,4,Scheduled,2023-03-02
1386,9503,2023-03-03,Day,4,Scheduled,2023-03-03
1387,9518,2023-03-03,Day,4,Scheduled,2023-03-03
1388,9562,2023-03-03,Afternoon,4,Scheduled,2023-03-03
1389,9532,2023-03-03,Afternoon,4,Scheduled,2023-03-03
1390,9548,2023-03-06,Day,4,Scheduled,2023-03-06
1391,9555,2023-03-06,Day,4,Scheduled,2023-03-06
1392,9573,2023-03-06,Afternoon,4,Scheduled,2023-03-06
1393,9562,2023-03-06,Afternoon,4,Scheduled,2023-03-06
1394,9554,2023-03-07,Day,4,Scheduled,2023-03-07
1395,9538,2023-03-07,Day,4,Scheduled,2023-03-07
1396,9567,2023-03-07,Afternoon,4,Scheduled,2023-03-07
1397,9566,2023-03-07,Afternoon,4,Scheduled,2023-03-07
1398,9570,2023-03-08,Day,4,Scheduled,2023-03-08
1399,9532,2023-03-08,Day,4,Scheduled,2023-03-08
1400,9544,2023-03-08,Afternoon,4,Scheduled,2023-03-08
1401,9506,2023-03-08,Afternoon,4,Scheduled,2023-03-08
1402,9518,2023-03-09,Day,4,Scheduled,2023-03-09
1403,9523,2023-03-09,Day,4,Scheduled,2023-03-09
1404,9569,2023-03-09,Afternoon,4,Scheduled,2023-03-09
1405,9505,2023-03-09,Afternoon,4,Scheduled,2023-03-09
1406,9545,2023-03-10,Day,4,Scheduled,2023-03-10
1407,9539,2023-03-10,Day,4,Scheduled,2023-03-10
1408,9502,2023-03-10,Afternoon,4,Scheduled,2023-03-10
1409,9503,2023-03-10,Afternoon,4,Scheduled,2023-03-10
1410,9532,2023-03-13,Day,4,Scheduled,2023-03-13
